;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;sex;taster_credit;title;variety;winery
8388;Portugal;Produced from a field blend of old vines, this is a powerful and dense wine. The fermentation, with traditional foot treading in stone fermenters, gives the wine its extra richness and density. The wood aging shows in the smoothness of the tannins that are enhanced by the rich black fruits. Drink from 2018.;Reserva;93;55.0;Douro;;;Roger Voss;@vossroger;male;;Quinta da Foz 2013 Reserva Red (Douro);Portuguese Red;Quinta da Foz
8389;US;This shows good blackberry and black currant flavors, with the smooth, rich tannins for which Oakville is noted. But there's no particular intensity or ageworthiness. Drink up.;;87;75.0;California;Oakville;Napa;;;;;Pine Ridge 2009 Cabernet Sauvignon (Oakville);Cabernet Sauvignon;Pine Ridge
8390;US;This wine has a personality that's both crisp and satisfying. White pepper and light earth aromas lead to tempting peachy flavors and an appealing texture that balances tanginess and richness. The blend includes small portions of Chardonnay, Albariño, Gewürztraminer and Orange Muscat.;;88;12.0;California;California;California Other;Jim Gordon;@gordone_cellars;male;1;Estancia 2015 Pinot Grigio (California);Pinot Grigio;Estancia
8391;Italy;Corte Lenguin delivers an impressive Ripasso this year with luscious softness and plump aromas of vanilla bean, red cherry and mocha. The wine closes with a rich, smoky aftertaste.;;88;20.0;Veneto;Valpolicella Classico Superiore Ripasso;;;;;;Corte Lenguin 2008  Valpolicella Classico Superiore Ripasso;Corvina, Rondinella, Molinara;Corte Lenguin
8392;Italy;Banfi presents an easy, no-fuss Chianti Classico that showcases Sangiovese typicity and personality. This is a profoundly food-friendly wine with built-in natural acidity that pairs it with butter or cream-based pasta dishes.;Riserva;87;18.0;Tuscany;Chianti Classico;;;;;;Banfi 2007 Riserva  (Chianti Classico);Sangiovese;Banfi
8393;US;Immaculate flavors of raspberries and Bing cherries are set in a well-structured frame of barrel toast and tannin. There is ample, yet unintrusive acidity, and the balance throughout is perfectly maintained. Drink now and over the next five or six years.;Côte Sud Vineyard;92;90.0;Oregon;Dundee Hills;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Domaine Serene 2013 Côte Sud Vineyard Pinot Noir (Dundee Hills);Pinot Noir;Domaine Serene
8394;US;Exuberant on the nose with aromas of ripe red cherries, peppery spices, herbs and just a touch of funky earth tones, there's a pleasurable rusticity to this Cabernet Franc. It's boldly structured with rich body and dense, drying tannins that hug the finish. It's lovely now, but should continue to evolve well over the next 3-5 years.;;88;17.0;New York;Finger Lakes;Finger Lakes;Anna Lee C. Iijima;;Female;;Swedish Hill 2011 Cabernet Franc (Finger Lakes);Cabernet Franc;Swedish Hill
8395;US;This wine veers slightly sweet, like many overripe red blends. It's deep in color, soft in and makes a good counterpoint to spicy foods.;;85;12.0;California;California;California Other;Jim Gordon;@gordone_cellars;male;1;Mirassou 2014 Cabernet Sauvignon (California);Cabernet Sauvignon;Mirassou
8396;US;This blend of Cabernet Sauvignon, Merlot and Syrah shows quite a bit of volatility. Herb and dried red cherry lead to plush, full fruit flavors with a light grip of tannins and oak accents on the finish.;Passion Red Stillwater Creek Vineyard;87;38.0;Washington;Columbia Valley (WA);Columbia Valley;Sean P. Sullivan;@wawinereport;;;Pondera 2012 Passion Red Stillwater Creek Vineyard Red (Columbia Valley (WA));Red Blend;Pondera
8397;US;Stone, lime salt and lemon zest pique the entry of this medium-bodied white, which is well-integrated in terms of oak. High in citrus flavor and pear, it has a gritty texture that gives it added complexity.;Peters Vineyard;90;32.0;California;Russian River Valley;Sonoma;Virginie Boone;@vboone;female;;Kokomo 2015 Peters Vineyard Chardonnay (Russian River Valley);Chardonnay;Kokomo
8398;US;Russian River-based MacMurray Ranch turns to the Central Coast's Santa Lucia Highlands for Pinot Noir, with admirable results. This is a terrific wine for drinking now, dry and powerful in red fruits, cola and spices, yet elegantly tailored. Might develop for a few years, but best now for youthful exuberance, although you do want to give it three hours in a decanter.;;92;35.0;California;Santa Lucia Highlands;Central Coast;;;;;MacMurray Ranch 2009 Pinot Noir (Santa Lucia Highlands);Pinot Noir;MacMurray Ranch
8399;Germany;Intense citrus notes perfume this bright, sunny off-dry Riesling. Yellow peach and pear flavors are rich and ripe on the palate, but balanced by a firm strike of lemon acidity. Finishes moderately long.;Two Princes;89;17.0;Rheinhessen;;;Anna Lee C. Iijima;;Female;;Prinz Salm 2013 Two Princes Riesling (Rheinhessen);Riesling;Prinz Salm
8400;France;This balanced wine is full of dusty, dry tannins as well as ripe red fruits. A smokiness gives a dense, toasty character to the wine. With good acidity, typical of the vintage, the wine is well placed to develop. Drink from 2020.;Les Longeroies;92;;Burgundy;Marsannay;;Roger Voss;@vossroger;male;;Domaine Jean Fournier 2014 Les Longeroies  (Marsannay);Pinot Noir;Domaine Jean Fournier
8401;US;Some oak barrel influence lends a creamy, smoky note to the citrus and tropical fruit flavors in this 100% Sauvignon Blanc. It's brisk with acidity and dry in style, making it a versatile wine at the dinner table.;;87;36.0;California;Napa Valley;Napa;;;;;Kelly Fleming 2012 Sauvignon Blanc (Napa Valley);Sauvignon Blanc;Kelly Fleming
8402;Israel;Aromas of blackberry, aniseed and nutmeg make way for flavors of black cherry, pomegranate, espresso and cocoa powder with a touch of green bell pepper. It is bright and fruity on entry, with tannins that sneak up and then linger into the bright pomegranate-laced finish.;;92;17.0;Upper Galilee;;;Mike DeSimone;@worldwineguys;male;;Recanati 2015 Shiraz (Upper Galilee);Shiraz;Recanati
8403;France;Light wood aging sets the scene for this crisp and herbaceous wine. Citrus fruits give a juicy character and contrast with the mineral texture coming from the stony vineyard. It's a fresh wine to drink now.;;86;13.0;Bordeaux;Graves;;Roger Voss;@vossroger;male;;Château de Perligues 2013  Graves;Bordeaux-style White Blend;Château de Perligues
8404;US;Raspingly dry and fierce in tannins, this Merlot is quite different from other Bordeaux-style red wines from Oakville that are ripe and lush. Doesn't offer much reward now due to the astringency, but has a solid core of blackberries. Hard to know if the fruit will outlast the tannins.;Harris Vineyard;89;50.0;California;Oakville;Napa;;;;;Nickel & Nickel 2007 Harris Vineyard Merlot (Oakville);Merlot;Nickel & Nickel
8405;Italy;This blend of 80% Sangiovese and 20% Cabernet Sauvignon/Merlot starts with aromas of blue flower, plum, blackberry and spice. Juicy red and black cherry flavors are accented by white pepper, cinnamon and hints of espresso that add depth. It's well-balanced but tight so give this a few more years to soften and develop fully. Drink 2015–2020.;Castello di Monna LIsa Riserva;90;42.0;Tuscany;Chianti Classico;;Kerin O’Keefe;@kerinokeefe;female;;Vignamaggio 2010 Castello di Monna LIsa Riserva  (Chianti Classico);Red Blend;Vignamaggio
8406;Spain;Gritty, piercing aromas of herbal, leafy red fruits do little to set this wine on course. In the mouth, it's high-toned and acidic, and thus the flavors are tart, choppy and short.;;82;11.0;Central Spain;Vino de la Tierra de Castilla;;Michael Schachner;@wineschach;male;;Sinfonía 2011 Tempranillo (Vino de la Tierra de Castilla);Tempranillo;Sinfonía
8407;US;Dried mint, dessicated red currant, rose bud and wet slate aromas show on the fairly shy nose of this appellation blend. Game, red berry and sharper allspice notes arise on the palate. Persistent acidity makes it a good match for a variety of foods.;;88;75.0;California;Sta. Rita Hills;Central Coast;Matt Kettmann;@mattkettmann;male;;Decroux 2015 Pinot Noir (Sta. Rita Hills);Pinot Noir;Decroux
8408;Austria;A very alluring mix of wintery wood smoke, slight Bourbon vanilla and fallen oak leaves crushed underfoot frames restrained notes of red fruit. There is the most seductive, barely glanced notion of elderberry. The palate is silky and dwells on the autumnal aspects of Pinot but comes with immense elegance, tender white pepper notes and a store of profound fruit. There is a fine-grained density and real structure beneath this smooth surface. Be patient and give this wine its due and drink 2018–2025.;Holzspur;96;80.0;Thermenregion;;;Anne Krebiehl MW;@AnneInVino;Female;;Johanneshof Reinisch 2013 Holzspur Pinot Noir (Thermenregion);Pinot Noir;Johanneshof Reinisch
8409;France;This is the second wine from one of the group of chateaus with Corbin in their names. It is a tight wine, firm with tannins and with a concentrated texture and flavors of over-extraction. That said, the wine will probably develop over time into something serious with a dark, dense aftertaste.;Divin de Corbin;90;35.0;Bordeaux;Saint-Émilion;;Roger Voss;@vossroger;male;;Château Corbin 2014 Divin de Corbin  (Saint-Émilion);Bordeaux-style Red Blend;Château Corbin
8410;Portugal;"Fermented in open lagars, this wine has a dense, almost dry and beautifully sculpted character. It's a solid, dark as well as juicy wine that's superripe yet kept in check by the powerful tannins. Age this wine for many years; don't drink before 2018.";Villa Oliveira;93;60.0;Dão;;;Roger Voss;@vossroger;male;;Casa da Passarella 2010 Villa Oliveira Touriga Nacional (Dão);Touriga Nacional;Casa da Passarella
8411;France;A big, fat, spicy wine flavored with white fruits and laced with crisp acidity. It is full and opulent, but not extravagantly so, the acidity cutting through richness, leaving yellow fruits and some toast.;Les Grands Charrons;89;;Burgundy;Meursault;;Roger Voss;@vossroger;male;;Maison Champy 2006 Les Grands Charrons  (Meursault);Chardonnay;Maison Champy
8412;US;This is Steve MacRostie's vineyard, located in the far northwest of the appellation, practically in Sonoma Coast. Their '04 strikes me as a little heavy and obvious now, but that may be a function of its relative youth. The wine is dry and crisp, with jammy raspberry, cherry, cola and spice flavors. Could do interesting things in the next 3–5 years.;Wildcat Mountain Vineyard;87;40.0;California;Carneros;Napa-Sonoma;;;;;Talisman 2004 Wildcat Mountain Vineyard Pinot Noir (Carneros);Pinot Noir;Talisman
8413;Austria;Spicy oak flavors dominate the nose and marry beautifully with the red berry, cherry and forest floor notes. This is Pinot made in an international style that nonetheless keeps its Austrian backbone of fresh acidity and lovely, tingling pepper spice. The fact that this is from 2010 and has just began to show its colors signals its seriousness. It is ready now but will also reward further cellaring. Such depth and length at 12.5% are a real achievement—in its own wonderful way, Pinot is never about power.;Kalkofen;93;34.0;Burgenland;;;Anne Krebiehl MW;@AnneInVino;Female;;Weninger 2010 Kalkofen Pinot Noir (Burgenland);Pinot Noir;Weninger
8414;France;A closed nose shows the faintest notes of quince. The palate is dry and fresh with lots of lemony zestiness. It's slender and clean with a wonderful, straightlaced backbone. Freshness and tautness signal a purposeful, lively wine, full of apple fruit and aromatic overtones of quince.;Kirchberg de Barr Grand Cru;91;22.0;Alsace;Alsace;;Anne Krebiehl MW;@AnneInVino;Female;;Willm 2013 Kirchberg de Barr Grand Cru Riesling (Alsace);Riesling;Willm
8415;US;This calmly seductive wine has a deep, dark color, absolutely gorgeous fruit, wood smoke and baking spice aromas and a gentle texture that lets all the berry, black-cherry and pomegranate flavors soak into the taste buds. While quite full-bodied, it's easy on the tongue but does have an extra fine-grained wrapping of tannin to keep it firm. Best from 2020 through 2030.;Blueline Estate;94;125.0;California;Napa Valley;Napa;Jim Gordon;@gordone_cellars;male;1;Hourglass 2013 Blueline Estate Cabernet Sauvignon (Napa Valley);Cabernet Sauvignon;Hourglass
8416;Uruguay;Inky cool herbal black-fruit aromas set up a choppy tight palate with pounding tannins. Flavors of black coffee and blackberry are heavily toasted. The finish keeps that toasty theme while introducing notes of pepper and horseradish.;100 Años Viñas Mendoza;87;17.0;Montevideo;;;Michael Schachner;@wineschach;male;;Gimenez Mendez 2015 100 Años Viñas Mendoza Malbec (Montevideo);Malbec;Gimenez Mendez
8417;Chile;Cantaloupe aromas lead to a fresh palate with snap. Nectarine and tangerine flavors run lean and clean on their way to a juicy, no-nonsense finish.;Boya;86;15.0;Leyda Valley;;;Michael Schachner;@wineschach;male;;Garces Silva 2016 Boya Rosé (Leyda Valley);Rosé;Garces Silva
8418;France;This blend of 85% Syrah, 10% Grenache and 5% Carignan is aging beautifully, and still shows great life ahead. Spice and toasted-oak notes are front and center, with supporting aromas and flavors of dense black-fruit preserves, crushed violet and cocoa powder. The texture is still firm and tight, with slightly chewy tannins and a long, earth- and wood-flavored finish.;Les Onze Terrasses;91;50.0;Languedoc-Roussillon;Côtes du Roussillon Les Aspres;;Lauren Buzzeo;@laurbuzz;male;2;Lafage 2005 Les Onze Terrasses Red (Côtes du Roussillon Les Aspres);Rhône-style Red Blend;Lafage
8419;France;A continuing success story for the white from Château Margaux, this crisply herbaceous wine delivers impressive depths of flavor and texture. Lemon and apple dominate the fruitiness, with a touch of honey to contrast with the crisp acidity. Drink from 2017.;Pavillon Blanc de Château Margaux;93;;Bordeaux;Bordeaux Blanc;;Roger Voss;@vossroger;male;;Château Margaux 2012 Pavillon Blanc de Château Margaux  (Bordeaux Blanc);Sauvignon Blanc;Château Margaux
8420;US;Jammy, candied raspberry and cherry fruit marks this simple but pleasurable wine. With a soft mouthfeel and an oaky finish, it's ready to drink now.;;84;25.0;California;Dry Creek Valley;Sonoma;;;;;Plungerhead 2012 Cabernet Sauvignon (Dry Creek Valley);Cabernet Sauvignon;Plungerhead
8421;Germany;Enticing aromas of blackberry, bramble and wet leaves meld on the nose of this elegant, nuanced Spätburgunder. It's concentrated and juicy, with black cherry flavor, but invigorated by a stream of laser-like acidity that carries through the finish. It ends with a pretty violet accent.;Saulheimer Hölle Trocken;90;60.0;Rheinhessen;;;Anna Lee C. Iijima;;Female;;Thörle 2010 Saulheimer Hölle Trocken Spätburgunder (Rheinhessen);Spätburgunder;Thörle
8422;France;This Margaux is full of firm tannins that parallel the fragrant blackberry and black plum touches. It has a dense structure, very much in line with the year, while the finish is juicy and fruity.;;87;30.0;Bordeaux;Margaux;;Roger Voss;@vossroger;male;;Barton & Guestier 2010  Margaux;Bordeaux-style Red Blend;Barton & Guestier
8423;Spain;Aromatically, this is pretty bad. It smells unclean and dirty. A shearing, cutting palate is high in acid, while sour, pickled flavors of citrus and apple finish briny.;Viura-Chardonnay;81;15.0;Northern Spain;Navarra;;Michael Schachner;@wineschach;male;;Ochoa 2014 Viura-Chardonnay White (Navarra);White Blend;Ochoa
8424;Chile;Herbal berry aromas are slightly green and leafy, with spicy oak notes. A lively palate is medium-bodied and balanced. Flavors of plum, tomato, herbs and spice are common for Carmenère, while a crisp, solid finish is a proper conclusion.;Bellavista Reserva;87;15.0;Curicó Valley;;;Michael Schachner;@wineschach;male;;Aresti 2015 Bellavista Reserva Carmenère (Curicó Valley);Carmenère;Aresti
8425;Italy;At first shy and brooding, this slowly opens up in the glass, offering aromas of black-skinned berry, blue flower, licorice and flint. The palate has concentration and finesse, boasting chewy black cherry, blackberry, chopped mint, anise and mineral alongside firm acidity and lithe tannins. Give this time to fully develop. Drink 2017–2023.;Morei;93;48.0;Northeastern Italy;Vigneti delle Dolomiti;;Kerin O’Keefe;@kerinokeefe;female;;Foradori 2013 Morei Teroldego (Vigneti delle Dolomiti);Teroldego;Foradori
8426;Spain;Stalky aromas are a bit sweaty. In the mouth, this is racy and fresh due to high acidity. Monotone flavors of nectarine and citrus fruits finish long, with a note of pithy bitterness.;;86;14.0;Northern Spain;Rioja;;Michael Schachner;@wineschach;male;;Ostatu 2014 Rosado (Rioja);Rosado;Ostatu
8427;US;Mild scents of cassis, coffee grounds and worn saddle leather mark the nose of this Petit Verdot. The palate is medium bodied and pliant, and though the alcohol only clocks in at12.5%, it feels warm. Faint tannins add a dust-like traction to the flavors of dried strawberry and spiced mocha.;;85;20.0;Virginia;Virginia;;;;;;Ingleside 2008 Petit Verdot (Virginia);Petit Verdot;Ingleside
8428;Austria;Creamy, nutty hints of oak frame fresh pear on nose and palate. The creamy texture cushions the freshness of the wine which has a pleasant weight. Together this makes for an unusual but convincing wine. Lovely now but this has the mileage to last three to five years.;Anno Dazumal Reserve;93;40.0;Kamptal;;;Anne Krebiehl MW;@AnneInVino;Female;;Weixelbaum 2012 Anno Dazumal Reserve Grüner Veltliner (Kamptal);Grüner Veltliner;Weixelbaum
8429;US;Notes of honeysuckle, white peach and fresh green herb are intensely aromatic. This off-dry effort balances zippy, lemon-lime acidity with layers of ripe, rich fruit. It's lushly textured, yet it finishes delicately with a bristle of white-tea astringency.;Semi-Dry;88;19.0;New York;Seneca Lake;Finger Lakes;Anna Lee C. Iijima;;Female;;Belhurst 2011 Semi-Dry Riesling (Seneca Lake);Riesling;Belhurst
8430;Italy;Delicately scented, this opens with aromas of white spring flower, orchard fruit and a whiff of Mediterranean herb. On the creamy palate, an energizing mineral vein underscores golden apple, juicy white and peach and nectarine.;Wighel;92;18.0;Lombardy;Lugana;;Kerin O’Keefe;@kerinokeefe;female;;Tenuta Roveglia 2015 Wighel  (Lugana);Turbiana;Tenuta Roveglia
8431;France;This is a crisp wine, full of acidity. It holds the potential of crisp green and citrus fruits that are developing. A nutty edge contrasts with the tense acidity. Drink from late 2017.;;88;10.0;Bordeaux;Bordeaux Blanc;;Roger Voss;@vossroger;male;;Château Terres Douces 2016  Bordeaux Blanc;Bordeaux-style White Blend;Château Terres Douces
8432;US;Sourced from vines planted in 1972, this saw 50% new French oak. Despite the high alcohol and generous oak, the wine is neither overblown, nor tasting heavily of barrel. Strawberries, white pepper, a dash of minerality and a streak of vanilla all wrap together in a complex wine with a generous finish.;Black Oak Vineyard;91;28.0;Oregon;Elkton Oregon;Southern Oregon;Paul Gregutt;@paulgwine ;male;;River's Edge 2012 Black Oak Vineyard Pinot Noir (Elkton Oregon);Pinot Noir;River's Edge
8433;Italy;Wild berry, grilled herb, violet and rose aromas come together in the glass. The full-bodied, savory palate doles out ripe, red cherry, crushed raspberry, white pepper, sage and mocha accompanied by velvety tannins and surprising freshness for the vintage. An orange zest note bolsters the finish.;Riserva;92;70.0;Piedmont;Barolo;;Kerin O’Keefe;@kerinokeefe;female;;Livia Fontana 2009 Riserva  (Barolo);Nebbiolo;Livia Fontana
8434;Australia;The lime, pear and melon aromas and flavors are garnished with just a touch of vanilla. Picks up some vegetal lima bean notes on the palate, and the acids stick out a bit on the finish. Still, it's crisp and clean—and would go down easy after a hot round of golf.;;84;17.0;Victoria;Yarra Valley;;Joe Czerwinski;@JoeCz;Male;;Greg Norman Estates 2000 Chardonnay (Yarra Valley);Chardonnay;Greg Norman Estates
8435;US;Meaty and dusty, this wine from a Vineburg-based site is full bodied, ripe and voluptuous with a light dusting of black pepper and clove. Within its cradling of dense concentration, an underbelly of acidity allows for freshness within the power.;Valsecchi Vineyard;93;58.0;California;Carneros;Napa-Sonoma;Virginie Boone;@vboone;female;;Robert Biale 2014 Valsecchi Vineyard Zinfandel (Carneros);Zinfandel;Robert Biale
8436;US;This is a solid bottling that should be widely available, with lush aromas of plum, watermelon and clove on the nose. There is a tactile grip to the sip, delivering orange, red-apple and tart raspberry flavors.;;90;25.0;California;Monterey;Central Coast;Matt Kettmann;@mattkettmann;male;;Miralta 2016 Rosé (Monterey);Rosé;Miralta
8437;US;Vivid fruit flavors meet spicy new oak accents in this full-bodied, extroverted GSM. It smells like toasted bread, cloves and cinnamon, and tastes like ripe blackberries and smoked bacon while a very firm, grippy, nicely tannic texture completes the picture.;The Truant;90;36.0;California;California;California Other;Jim Gordon;@gordone_cellars;male;1;Prospect 772 2014 The Truant Red (California);Rhône-style Red Blend;Prospect 772
8438;Portugal;This fruity wine has bright acidity and a perfumed character. With its crisp texture, it is full of lemon and green apple fruit. Drink now.;Bigode Branco;84;9.0;Lisboa;;;Roger Voss;@vossroger;male;;DFJ Vinhos 2015 Bigode Branco White (Lisboa);Portuguese White;DFJ Vinhos
8439;Italy;Vermentino from southern Tuscany achieves a special richness and density that is well suited to the variety. This expression is smooth and creamy with some acidity on the close and lingering flavors of peach and honey.;Doga delle Clavule;86;;Tuscany;Toscana;;;;;;Caparzo 2007 Doga delle Clavule Vermentino (Toscana);Vermentino;Caparzo
8440;US;This unoaked, 100% Grenache rosé is rich in orange, cherry, apricot and vanilla flavors. Crisp in acidity, it has a clean, vibrant mouthfeel. It's lovely to drink now with a wide variety of fare, from fried chicken to Thai food and tuna tartare.;Riviera;89;21.0;California;San Luis Obispo County;Central Coast;;;;;Margerum 2013 Riviera Rosé (San Luis Obispo County);Rosé;Margerum
8441;Australia;Starts with some odd aromas of burnt rubber, charred plum and scorched marshmallow, then delivers slightly sweet, caramelly flavors. It's thick and viscous in texture yet without much in the way of tannin.;;81;15.0;South Australia;South Australia;;Joe Czerwinski;@JoeCz;Male;;Patritti 2007 Shiraz (South Australia);Shiraz;Patritti
8442;US;From Long Shadows, a rare, barrel-fermented Riesling. Sappy, tart, juicy and stylish, this is loaded with pear, grapefruit and Meyer lemon. The acidity is generous but softened up a bit by the extra oxygen from the fuder.;;91;25.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Carmina Burana 2008 Riesling (Columbia Valley (WA));Riesling;Carmina Burana
8443;Italy;An unusual mélange of aromas includes asphalt, vanilla and blackberry jam. The extracted palate delivers plum marinated in spirits and sweet baking spices alongside astringent tannins and the tingle of evident alcohol.;Monte;87;80.0;Veneto;Amarone della Valpolicella Classico;;Kerin O’Keefe;@kerinokeefe;female;;Domìni Veneti 2008 Monte  (Amarone della Valpolicella Classico);Red Blend;Domìni Veneti
8444;US;The cold vintage compromised this wine, giving it high acidity and unripe flavors of green peppercorns, citrus fruits, dried hay and ammonia.;Willowside;82;20.0;California;Russian River Valley;Sonoma;;;;;Merriam 2010 Willowside Sauvignon Blanc (Russian River Valley);Sauvignon Blanc;Merriam
8445;US;Intense and smoky, this is an old-vine Zinfandel blended with Petite Sirah, Petit Verdot and Cabernet Franc. Although most of the grapes come from Lodi, smaller amounts hail from the Russian River Valley and Atlas Peak. Thick-walled and burly in licorice, earth and black and red berry fruit, it offers substantial texture and length. Not a wine for the meek.;;87;30.0;California;Lodi;Central Valley;Virginie Boone;@vboone;female;;Coup de Grace 2011 Red (Lodi);Red Blend;Coup de Grace
8446;Italy;Here is a sweet, plump and succulent Brunello with bright notes of cherry, blackberry, spice, leather and a touch of dark chocolate. The wine is extra soft and smooth in the mouth and those bright cherry flavors last a long time on the finish. The tannins are polished and dry. Drink after 2014.;Campo del Drago;93;;Tuscany;Brunello di Montalcino;;;;;;Castiglion del Bosco 2005 Campo del Drago  (Brunello di Montalcino);Sangiovese Grosso;Castiglion del Bosco
8447;Italy;Here's a bright, fruity red that delivers blue flower, wild cherry, black raspberry and tart red currant sensations. Vibrant acidity and round tannins give this a delightful, easy-drinking quality.;;86;16.0;Tuscany;Chianti;;Kerin O’Keefe;@kerinokeefe;female;;Fattoria Bini 2013  Chianti;Sangiovese;Fattoria Bini
8448;Spain;Raisin, pastry and plum aromas are smooth and generous given how cool 2013 was in Rioja. There's good acidity and body to go with flavors of plum, blackberry and toasty oak. Finishing notes of coffee, toast and chocolate are fully oaked, which lends a sense of sweetness to this Crianza.;Viña Alarde Crianza;89;14.0;Northern Spain;Rioja;;Michael Schachner;@wineschach;male;;Marqués de la Concordia 2013 Viña Alarde Crianza  (Rioja);Tempranillo Blend;Marqués de la Concordia
8449;US;At first this muscular wine feels tight, even stiff, with crisply defined plum and cassis fruit. The only knock on it is the drying tannins, which leave a chalky aftertaste. Pair with a juicy cut of pork or salmon.;;88;21.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Three Rivers 2011 Merlot (Columbia Valley (WA));Merlot;Three Rivers
8450;US;The fermentation with the stems intact brings some earthy qualities front and center, to good effect. This is the most distinctive entry among the winery's eight Pinots, further enhanced by the use of wild yeasts. Scents of clover and hints of watercress and bark highlight the flavors of beetroot and brambly berry fruit. You will have fun playing this against a variety of potential food matchups.;Whole Cluster Cuvée;91;85.0;Oregon;Dundee Hills;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Archery Summit 2012 Whole Cluster Cuvée Pinot Noir (Dundee Hills);Pinot Noir;Archery Summit
8451;Argentina;Black cherry, blackberry and marzipan aromas are full, lusty and inviting. This has a chewy, full-bodied and layered mouthfeel to go with the dark-fruit flavors that are aided by spice notes. A peppery chocolaty finish is solid, ripe and friendly. Drink through 2020.;Reserva;91;16.0;Mendoza Province;Mendoza;;Michael Schachner;@wineschach;male;;Fabre Montmayou 2014 Reserva Malbec (Mendoza);Malbec;Fabre Montmayou
8452;Italy;Delicate smoke, pressed yellow flower and orchard fruit scents waft out of the glass. The vibrant, linear palate shows candied citrus, hazelnut and mineral notes, alongside bright acidity.;;88;25.0;Southern Italy;Fiano di Avellino;;Kerin O’Keefe;@kerinokeefe;female;;Di Meo 2016  Fiano di Avellino;Fiano;Di Meo
8453;France;Of course, this 90% Tannat wine is still very young. But it's impressive, rich and concentrated and promises to age well. It is dense with both tannins and fruit, black plum and berry flavors dominating, cut by acidity. It will be ready to drink from 2019.;Charles de Batz;91;25.0;Southwest France;Madiran;;Roger Voss;@vossroger;male;;Domaine Berthoumieu 2013 Charles de Batz Tannat-Cabernet (Madiran);Tannat-Cabernet;Domaine Berthoumieu
8454;Italy;Oak and woodsy underbrush aromas take center stage in this blend of 70% Montepulciano and 30% Sangiovese. The palate shows blackberry flavors, rubber, vanilla and espresso notes, alongside abrasive tannins.;;85;11.0;Central Italy;Rosso Piceno;;Kerin O’Keefe;@kerinokeefe;female;;Saladini Pilastri 2012  Rosso Piceno;Red Blend;Saladini Pilastri
8455;France;Apple, lemon oil and vinosity unite to such a degree that the nose is completely heady: here is a Riesling at the very cusp of maturity, a trajectory that has only just begun. The dry palate also reveals hints of lanolin and peach but is utterly governed by lemon freshness. This is sleek and taut, and gives you a glimpse of what mature dry Riesling can be: incisive, complex but eternally fresh. The finish is utterly clean. Drink now through 2030.;Mambourg Grand Cru;94;26.0;Alsace;Alsace;;Anne Krebiehl MW;@AnneInVino;Female;;Domaine Michel Fonne 2012 Mambourg Grand Cru Riesling (Alsace);Riesling;Domaine Michel Fonne
8456;France;The most serious of the Chablis Grand Crus has produced here a wine that combines that firmer nature with generous yellow fruits, toast and tender acidity. A strong sense of structure partners with a steely core and mineral texture that firms up the fruit and promises aging. Drink from 2017.;Les Clos Grand Cru;94;75.0;Burgundy;Chablis;;Roger Voss;@vossroger;male;;La Chablisienne 2011 Les Clos Grand Cru  (Chablis);Chardonnay;La Chablisienne
8457;US;This Zin is rich with flavors of liqueur and spice with a suggestion of Dr. Pepper. Let this Zin open a bit in the glass. It's softly textured on the finish with a taste of raspberry and vanilla.;Reposado;86;20.0;California;Shenandoah Valley (CA);Sierra Foothills;Virginie Boone;@vboone;female;;Borjón 2010 Reposado Zinfandel (Shenandoah Valley (CA));Zinfandel;Borjón
8458;Italy;There's a really nice, creamy feel to this wine as it moves smoothly across the palate. As it does, the wine imparts lasting flavors of apricot, honey and Golden Delicious apple. There's a touch of almond spice too and you can't beat this low price.;Riserva;88;13.0;Northeastern Italy;Trentino;;;;;;Mezzacorona 2008 Riserva Pinot Grigio (Trentino);Pinot Grigio;Mezzacorona
8459;US;Made with a classic Champagne blend of Pinot Noir and Chardonnay, this is the simplest of Iron Horse's bubblies. It's elegant, and should be consumed in its youth.;Classic Vintage Brut;87;31.0;California;Green Valley;Sonoma;;;;;Iron Horse 2002 Classic Vintage Brut Sparkling (Green Valley);Sparkling Blend;Iron Horse
8460;Italy;This super Tuscan blend of Cabernet Franc, Cabernet Sauvignon, Merlot and Petit Verdot is showing so beautifully now. It opens with rich, lovely intensity and bright aromas of black fruit, cassis, spice, leather, mocha and tobacco. Drink it now or let it age 10 years or more.;Re di Renieri;92;30.0;Tuscany;Toscana;;;;;;Renieri 2009 Re di Renieri Red (Toscana);Red Blend;Renieri
8461;Italy;This blend of Sangiovese and Merlot is almost too black, too concentrated and too extracted. Aromas are of blackberry pie and chewy tannins leave a gritty impression in the mouth.;Quadrimendo;85;18.0;Tuscany;Toscana;;;;;;Tenuta Vitanza 2003 Quadrimendo Red (Toscana);Red Blend;Tenuta Vitanza
8462;US;This bold blend has aromas like charred oak barrels and saturated flavors suggesting blackberry, black pepper and clove. It is full bodied, thick in texture and moderately tannic. For those who like obvious oakiness, it will be a treat.;Cimarron;88;25.0;California;Lake County;;Jim Gordon;@gordone_cellars;male;1;Vigilance 2012 Cimarron Red (Lake County);Red Blend;Vigilance
